agency_name,complaint_type,descriptor,location_type,incident_zip,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,resolution_description,community_board,bbl,borough,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,progress_duration,created_year,resolution_action_updated_year
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,CAULDWELL AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,CAULDWELL AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,03 BRONX,10456,BRONX,MOBILE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,04 BRONX,10451,BRONX,MOBILE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,LOTT AVENUE,OSBORN STREET,WATKINS STREET,OSBORN STREET,WATKINS STREET,ADDRESS,BROOKLYN,LOTT AVENUE,,In Progress,Your complaint has been received by the Police Department and additional information will be available later.,16 BROOKLYN,11212,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Park/Playground,10025,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET 12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,BLOCKFACE,NEW YORK,RIVERSIDE PARK,,Assigned,The Department of Homeless Services has sent a mobile outreach response team to the location.,07 MANHATTAN,10025,MANHATTAN,PHONE,Riverside Park,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10455,AVENUE ST JOHN,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11212,POWELL STREET,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,16 BROOKLYN,11212,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11369,JUNCTION BOULEVARD,,,,,ADDRESS,EAST ELMHURST,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,03 QUEENS,11369,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10027,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 MANHATTAN,10027,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10027,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 MANHATTAN,10027,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11217,6 AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,06 BROOKLYN,11217,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,10 AVENUE,,,,,ADDRESS,NEW YORK,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,04 MANHATTAN,10019,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11385,LINDEN STREET,,,,,ADDRESS,RIDGEWOOD,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 QUEENS,11385,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467,CRUGER AVENUE,BARTHOLDI STREET,MAGENTA STREET,BARTHOLDI STREET,MAGENTA STREET,ADDRESS,BRONX,CRUGER AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,12 BRONX,10467,BRONX,MOBILE,,BRONX,Car,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09 BROOKLYN,11225,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11385,LINDEN STREET,,,,,ADDRESS,RIDGEWOOD,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 QUEENS,11385,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10453,WEST  183 STREET,LORING PLACE NORTH,SEDGWICK AVENUE,LORING PLACE NORTH,SEDGWICK AVENUE,ADDRESS,BRONX,WEST  183 STREET,,In Progress,,07 BRONX,10453,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11385,LINDEN STREET,,,,,ADDRESS,RIDGEWOOD,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 QUEENS,11385,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10024,AMSTERDAM AVENUE,WEST   84 STREET,WEST   85 STREET,WEST   84 STREET,WEST   85 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07 MANHATTAN,10024,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11692,SHORE FRONT PARKWAY,,,,,ADDRESS,ARVERNE,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,14 QUEENS,11692,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,MAGENTA STREET,CRUGER AVENUE,HOLLAND AVENUE,CRUGER AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,MAGENTA STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12 BRONX,10467,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,156 STREET,BOOTH MEMORIAL AVENUE,59 AVENUE,BOOTH MEMORIAL AVENUE,59 AVENUE,ADDRESS,FLUSHING,156 STREET,,In Progress,,07 QUEENS,11355,QUEENS,ONLINE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,WEST    8 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    8 STREET,,In Progress,,11 BROOKLYN,11223,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Ongoing,2024,
Department of Homeless Services,Homeless Person Assistance,Chronic,Store/Commercial,11215,5 AVENUE,14 STREET,15 STREET,14 STREET,15 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Assigned,The Department of Homeless Services has sent a mobile outreach response team to the location.,06 BROOKLYN,11215,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Homeless Services,Homeless Person Assistance,Chronic,Store/Commercial,11215,5 AVENUE,14 STREET,15 STREET,14 STREET,15 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",06 BROOKLYN,11215,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Environmental Protection,Water Conservation,Illegal Use Of Hose - Other (CCO),,10013,GREENWICH STREET,DESBROSSES ST,WATTS ST,,,ADDRESS,NEW YORK,,,Open,,01 MANHATTAN,10013,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Ongoing,2024,
Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10458,GRAND CONCOURSE,E 203 ST,E 204 ST,,,ADDRESS,BRONX,,,Open,,07 BRONX,10458,BRONX,PHONE,,BRONX,,,,,,,,Ongoing,2024,
Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10027,TIEMANN PLACE,BROADWAY,CLAREMONT AVE,,,ADDRESS,NEW YORK,,,Open,,09 MANHATTAN,10027,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11691,BEACH    9 STREET,BEACH    9 STREET,SEAGIRT AVENUE,BEACH    9 STREET,SEAGIRT AVENUE,INTERSECTION,,,,In Progress,,14 QUEENS,11691,QUEENS,PHONE,,QUEENS,Van,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,SAFETY,SPRINKLER,RESIDENTIAL BUILDING,10452,OGDEN AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,04 BRONX,10452,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10011,WEST   10 STREET,,,,,ADDRESS,NEW YORK,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02 MANHATTAN,10011,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10029,EAST  103 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11 MANHATTAN,10029,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,WEST  238 STREET,SEDGWICK AVENUE,CANNON PLACE,SEDGWICK AVENUE,CANNON PLACE,ADDRESS,BRONX,WEST  238 STREET,,In Progress,,08 BRONX,10463,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10301,SCRIBNER AVENUE,,,,,ADDRESS,STATEN ISLAND,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 STATEN ISLAND,10301,STATEN ISLAND,PHONE,,STATEN ISLAND,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,BAY   38 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   38 STREET,,In Progress,,11 BROOKLYN,11214,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Ongoing,2024,
Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10457,MONROE AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 BRONX,10457,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10457,MONROE AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 BRONX,10457,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,LANGHAM STREET,SHORE BOULEVARD,JUGHANDLE,SHORE BOULEVARD,JUGHANDLE,ADDRESS,BROOKLYN,LANGHAM STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,15 BROOKLYN,11235,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11369,94 STREET,JACKSON MILL ROAD,24 AVENUE,JACKSON MILL ROAD,24 AVENUE,ADDRESS,EAST ELMHURST,94 STREET,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,03 QUEENS,11369,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,ETNA STREET,RICHMOND STREET,CHESTNUT STREET,RICHMOND STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,ETNA STREET,,Closed,The Police Department reviewed your complaint and provided additional information below.,05 BROOKLYN,11208,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11377,63 STREET,,,,,ADDRESS,WOODSIDE,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02 QUEENS,11377,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,CRUGER AVENUE,BARTHOLDI STREET,MAGENTA STREET,BARTHOLDI STREET,MAGENTA STREET,ADDRESS,BRONX,CRUGER AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,12 BRONX,10467,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10474,MANIDA STREET,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02 BRONX,10474,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11218,15 AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 BROOKLYN,11218,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10470,EAST  241 STREET,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 BRONX,10470,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10016,EAST   32 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,06 MANHATTAN,10016,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,SPENCER PLACE,,,,,ADDRESS,BROOKLYN,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,03 BROOKLYN,11216,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,11209,RIDGE BOULEVARD,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,BROOKLYN,RIDGE BOULEVARD,,In Progress,,10 BROOKLYN,11209,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Ongoing,2024,
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,BAY PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11 BROOKLYN,11214,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
